variable_name,event_definition,coding_system,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_rounding_issue,code_issue_dot,code
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Haemoglobin C,"","",narrow,B,SICKLECELL,COV,3507041000006119,3507041000006119,3507041000006119
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Haemoglobin C disease,"","",narrow,B,SICKLECELL,COV,813711000006117,813711000006117,813711000006117
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Haemoglobin C trait,"","",narrow,B,SICKLECELL,COV,503178018,503178018,503178018
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Haemoglobin S,"","",narrow,B,SICKLECELL,COV,3311281000006114,3311281000006114,3311281000006114
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Haemoglobin S trait,"","",narrow,B,SICKLECELL,COV,2760061000006110,2760061000006110,2760061000006110
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Haemoglobin S-C disease,"","",narrow,B,SICKLECELL,COV,3070771000006118,3070771000006118,3070771000006118
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Haemoglobin S-D Punjab disease,"","",narrow,B,SICKLECELL,COV,2907441000006113,2907441000006113,2907441000006113
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Haemoglobin S-E disease,"","",narrow,B,SICKLECELL,COV,3260091000006119,3260091000006119,3260091000006119
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Haemoglobin S-beta thalassaemia,"","",narrow,B,SICKLECELL,COV,141261000006112,141261000006112,141261000006112
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Haemoglobin SS disease with crisis,"","",narrow,B,SICKLECELL,COV,6906631000006115,6906631000006115,6906631000006115
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Haemoglobin SS disease without crisis,"","",narrow,B,SICKLECELL,COV,6888451000006115,6888451000006115,6888451000006115
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Hemoglobin S sickling disorder with crisis,"","",narrow,B,SICKLECELL,COV,6904721000006118,6904721000006118,6904721000006118
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,History of sickle cell anaemia,"","",narrow,B,SICKLECELL,COV,2816277010,2816277010,2816277010
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Newborn blood spot test outcome status (sickle cell disease),"","",narrow,B,SICKLECELL,COV,1874281000006113,1874281000006113,1874281000006113
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Proliferative retinopathy due to sickle cell disease,"","",narrow,B,SICKLECELL,COV,297780010,297780010,297780010
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,RBC-s - sickle cells present,"","",narrow,B,SICKLECELL,COV,2164217010,2164217010,2164217010
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Sickle cell,"","",narrow,B,SICKLECELL,COV,3308541000006113,3308541000006113,3308541000006113
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Sickle cell anaemia,"","",narrow,B,SICKLECELL,COV,141181000006110,141181000006110,141181000006110
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Sickle cell anaemia with crisis,"","",narrow,B,SICKLECELL,COV,141211000006114,141211000006114,141211000006114
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Sickle cell anaemia with haemoglobin C disease,"","",narrow,B,SICKLECELL,COV,141221000006118,141221000006118,141221000006118
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Sickle cell anaemia with haemoglobin E disease,"","",narrow,B,SICKLECELL,COV,3260101000006113,3260101000006113,3260101000006113
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Sickle cell anemia crisis,"","",narrow,B,SICKLECELL,COV,6904731000006115,6904731000006115,6904731000006115
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Sickle cell anemia with crisis,"","",narrow,B,SICKLECELL,COV,6906661000006112,6906661000006112,6906661000006112
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Sickle cell crisis,"","",narrow,B,SICKLECELL,COV,6906651000006110,6906651000006110,6906651000006110
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Sickle cell disease,"","",narrow,B,SICKLECELL,COV,6905701000006112,6905701000006112,6905701000006112
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Sickle cell disease annual review,"","",narrow,B,SICKLECELL,COV,2005411000006110,2005411000006110,2005411000006110
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Sickle cell disease without crisis,"","",narrow,B,SICKLECELL,COV,6888471000006113,6888471000006113,6888471000006113
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Sickle cell retinopathy,"","",narrow,B,SICKLECELL,COV,2684701000006112,2684701000006112,2684701000006112
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Sickle cell screening related finding,"","",narrow,B,SICKLECELL,COV,2422651000000111,2422651000000111,2422651000000111
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Sickle cell trait,"","",narrow,B,SICKLECELL,COV,141271000006117,141271000006117,141271000006117
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Sickle cell-beta-thalassaemia,"","",narrow,B,SICKLECELL,COV,4392911000006118,4392911000006118,4392911000006118
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Sickle cell-haemoglobin C disease,"","",narrow,B,SICKLECELL,COV,3070701000006112,3070701000006112,3070701000006112
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Sickle cell-haemoglobin SS disease,"","",narrow,B,SICKLECELL,COV,12218521000006116,12218521000006116,12218521000006116
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Sickling disorder due to haemoglobin S,"","",narrow,B,SICKLECELL,COV,6905681000006114,6905681000006114,6905681000006114
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Vaso-occlusive pain episode in sickle cell disease,"","",narrow,B,SICKLECELL,COV,12084841000006111,12084841000006111,12084841000006111
B_SICKLECELL_COV,Sickle cell disease,MEDCODEID,Vasoocclusive pain episode in sickle cell disease,"","",narrow,B,SICKLECELL,COV,12084861000006110,12084861000006110,12084861000006110
B_SICKLECELL_COV,Sickle cell disease,RCD2,Haemoglobin-D disease,C0272080,Hemoglobin D disease,narrow,B,SICKLECELL,COV,D1074,D1074,D1074
B_SICKLECELL_COV,Sickle cell disease,RCD2,Sickle-cell Hb-C disease,C0019034,Hemoglobin SC Disease,narrow,B,SICKLECELL,COV,D1063,D1063,D1063
B_SICKLECELL_COV,Sickle cell disease,RCD2,Sickle-cell anaemia,C0002895,Anemia- Sickle Cell,narrow,B,SICKLECELL,COV,D106.,D106.,D106.
B_SICKLECELL_COV,Sickle cell disease,RCD2,Sickle-cell anaemia NOS,C0002895,Anemia- Sickle Cell,narrow,B,SICKLECELL,COV,D106z,D106z,D106z
B_SICKLECELL_COV,Sickle cell disease,RCD2,Sickle-cell trait,C0037054,Sickle Cell Trait,narrow,B,SICKLECELL,COV,D105.,D105.,D105.
B_SICKLECELL_COV,Sickle cell disease,RCD2,Sickle-cell unspecified type,C0002895,Anemia- Sickle Cell,narrow,B,SICKLECELL,COV,D1060,D1060,D1060
B_SICKLECELL_COV,Sickle cell disease,RCD2,Sickle-cell with crisis,C0238425,Hemoglobin SS disease with crisis,narrow,B,SICKLECELL,COV,D1062,D1062,D1062
B_SICKLECELL_COV,Sickle cell disease,SCTSPA,Thalassemia minor (disorder),"","",narrow,B,SICKLECELL,COV,68875002,68875002,68875002
B_SICKLECELL_COV,Sickle cell disease,SCTSPA,anemia de células drepanocíticas,C0002895,Anemia- Sickle Cell,narrow,B,SICKLECELL,COV,80046004,80046004,80046004
B_SICKLECELL_COV,Sickle cell disease,SCTSPA,anemia de células falciformes con crisis,C0238425,Hemoglobin SS disease with crisis,narrow,B,SICKLECELL,COV,72279006,72279006,72279006
B_SICKLECELL_COV,Sickle cell disease,SCTSPA,anemia de células falciformes de tipo no especificado,C0002895,Anemia- Sickle Cell,narrow,B,SICKLECELL,COV,191195005,191195005,191195005
B_SICKLECELL_COV,Sickle cell disease,SCTSPA,anemia de células falciformes sin crisis,C0272078,Hemoglobin SS disease without crisis,narrow,B,SICKLECELL,COV,21976009,21976009,21976009
B_SICKLECELL_COV,Sickle cell disease,SCTSPA,anemia de células falciformes- SAI,C0002895,Anemia- Sickle Cell,narrow,B,SICKLECELL,COV,191199004,191199004,191199004
B_SICKLECELL_COV,Sickle cell disease,SCTSPA,anemia drepanocítica-enfermedad por hemoglobina C con crisis,C1260398,Sickle cell-hemoglobin C disease with crisis,narrow,B,SICKLECELL,COV,417517009,417517009,417517009
B_SICKLECELL_COV,Sickle cell disease,SCTSPA,drepanocitosis con crisis,C0238425,Hemoglobin SS disease with crisis,narrow,B,SICKLECELL,COV,191197002,191197002,191197002
B_SICKLECELL_COV,Sickle cell disease,SCTSPA,drepanocitosis por hemoglobina S,C0002895,Anemia- Sickle Cell,narrow,B,SICKLECELL,COV,417357006,417357006,417357006
B_SICKLECELL_COV,Sickle cell disease,SCTSPA,enfermedad de células falciformes - hemoglobina C,C0019034,Hemoglobin SC Disease,narrow,B,SICKLECELL,COV,35434009,35434009,35434009
B_SICKLECELL_COV,Sickle cell disease,SCTSPA,enfermedad de la hemoglobina SS sin crisis hemolítica,C0272078,Hemoglobin SS disease without crisis,narrow,B,SICKLECELL,COV,416180004,416180004,416180004
B_SICKLECELL_COV,Sickle cell disease,SCTSPA,enfermedad de la hemoglobina SS-células falciformes,C0002895,Anemia- Sickle Cell,narrow,B,SICKLECELL,COV,127040003,127040003,127040003
B_SICKLECELL_COV,Sickle cell disease,SCTSPA,enfermedad por hemoglobina S - F,C2242796,Sickle cell-thalassemia disease,narrow,B,SICKLECELL,COV,36472007,36472007,36472007
B_SICKLECELL_COV,Sickle cell disease,SCTSPA,enfermedad por hemoglobina SS con crisis hemolítica,C0238425,Hemoglobin SS disease with crisis,narrow,B,SICKLECELL,COV,417425009,417425009,417425009
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Beta trait thalassaemia,"","",narrow,B,SICKLECELL,COV,269175006,269175006,269175006
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Haemoglobin S disease,C0002895,Anemia- Sickle Cell,narrow,B,SICKLECELL,COV,80046004,80046004,80046004
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Haemoglobin S disease with crisis,C0238425,Hemoglobin SS disease with crisis,narrow,B,SICKLECELL,COV,72279006,72279006,72279006
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Haemoglobin S disease without crisis,C0272078,Hemoglobin SS disease without crisis,narrow,B,SICKLECELL,COV,21976009,21976009,21976009
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Hemoglobin SS disease with crisis,C0238425,Hemoglobin SS disease with crisis,narrow,B,SICKLECELL,COV,417425009,417425009,417425009
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Hemoglobin SS disease without crisis,C0272078,Hemoglobin SS disease without crisis,narrow,B,SICKLECELL,COV,416180004,416180004,416180004
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Leptocytosis- hereditary,C0039730,Thalassemia,narrow,B,SICKLECELL,COV,191182000,191182000,191182000
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Sickle cell anaemia,C0002895,Anemia- Sickle Cell,narrow,B,SICKLECELL,COV,154798006,154798006,154798006
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Sickle cell anaemia,C0002895,Anemia- Sickle Cell,narrow,B,SICKLECELL,COV,191194009,191194009,191194009
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Sickle cell anaemia NOS,C0002895,Anemia- Sickle Cell,narrow,B,SICKLECELL,COV,191199004,191199004,191199004
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Sickle cell anaemia of unspecified type,C0002895,Anemia- Sickle Cell,narrow,B,SICKLECELL,COV,191195005,191195005,191195005
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Sickle cell anaemia with crisis,C0238425,Hemoglobin SS disease with crisis,narrow,B,SICKLECELL,COV,191197002,191197002,191197002
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Sickle cell syndrome,C0002895,Anemia- Sickle Cell,narrow,B,SICKLECELL,COV,276267006,276267006,276267006
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Sickle cell-hemoglobin C disease,C0019034,Hemoglobin SC Disease,narrow,B,SICKLECELL,COV,35434009,35434009,35434009
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Sickle cell-hemoglobin C disease with crisis,C1260398,Sickle cell-hemoglobin C disease with crisis,narrow,B,SICKLECELL,COV,417517009,417517009,417517009
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Sickle cell-hemoglobin SS disease,C0002895,Anemia- Sickle Cell,narrow,B,SICKLECELL,COV,127040003,127040003,127040003
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Sickle cell-thalassemia disease,C2242796,Sickle cell-thalassemia disease,narrow,B,SICKLECELL,COV,36472007,36472007,36472007
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Sickle-cell anaemia,"","",narrow,B,SICKLECELL,COV,127040003,127040003,127040003
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Sickle-cell anaemia with crisis,"","",narrow,B,SICKLECELL,COV,417425009,417425009,417425009
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Sickle-cell anaemia with haemoglobin C disease,"","",narrow,B,SICKLECELL,COV,35434009,35434009,35434009
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Sickle-cell anaemia with haemoglobin D disease,"","",narrow,B,SICKLECELL,COV,25472008,25472008,25472008
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Sickle-cell anaemia with haemoglobin E disease,"","",narrow,B,SICKLECELL,COV,47024008,47024008,47024008
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Sickle-cell anaemia with no crisis,"","",narrow,B,SICKLECELL,COV,416180004,416180004,416180004
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Sickling disorder due to hemoglobin S,C0002895,Anemia- Sickle Cell,narrow,B,SICKLECELL,COV,417357006,417357006,417357006
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Thalassaemia,C0039730,Thalassemia,narrow,B,SICKLECELL,COV,154796005,154796005,154796005
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Thalassaemia,C0039730,Thalassemia,narrow,B,SICKLECELL,COV,191192008,191192008,191192008
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Thalassaemia,C0039730,Thalassemia,narrow,B,SICKLECELL,COV,267557006,267557006,267557006
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Thalassaemia NOS,C0039730,Thalassemia,narrow,B,SICKLECELL,COV,191193003,191193003,191193003
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Thalassaemia NOS,C0039730,Thalassemia,narrow,B,SICKLECELL,COV,267521001,267521001,267521001
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Thalassaemia with haemoglobin S disease,"","",narrow,B,SICKLECELL,COV,127041004,127041004,127041004
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Thalassemia major,"","",narrow,B,SICKLECELL,COV,75451007,75451007,75451007
B_SICKLECELL_COV,Sickle cell disease,SNOMEDCT_US,Thalassemia syndrome,C0039730,Thalassemia,narrow,B,SICKLECELL,COV,84188003,84188003,84188003
C_CAD_AESI,Coronary artery disease all,Free_text,"","","",narrow,C,CAD,AESI,CAD_narrow,CAD_narrow,CAD_narrow
C_CAD_AESI,Coronary artery disease all,ICD10,Acute ischaemic heart disease- unspecified,"","",narrow,C,CAD,AESI,I24.9,I24.9,I24.9
C_CAD_AESI,Coronary artery disease all,ICD10,Acute myocardial infarction,C0155626,Acute myocardial infarction,narrow,C,CAD,AESI,I21,I21,I21
C_CAD_AESI,Coronary artery disease all,ICD10,Acute myocardial infarction- unspecified,"","",narrow,C,CAD,AESI,I21.9,I21.9,I21.9
C_CAD_AESI,Coronary artery disease all,ICD10,Acute subendocardial myocardial infarction,"","",narrow,C,CAD,AESI,I21.4,I21.4,I21.4
C_CAD_AESI,Coronary artery disease all,ICD10,Acute transmural myocardial infarction of anterior wall,"","",narrow,C,CAD,AESI,I21.0,I21.0,I21.0
C_CAD_AESI,Coronary artery disease all,ICD10,Acute transmural myocardial infarction of inferior wall,"","",narrow,C,CAD,AESI,I21.1,I21.1,I21.1
C_CAD_AESI,Coronary artery disease all,ICD10,Acute transmural myocardial infarction of other sites,"","",narrow,C,CAD,AESI,I21.2,I21.2,I21.2
C_CAD_AESI,Coronary artery disease all,ICD10,Acute transmural myocardial infarction of unspecified site,"","",narrow,C,CAD,AESI,I21.3,I21.3,I21.3
C_CAD_AESI,Coronary artery disease all,ICD10,Angina pectoris,C0002962,Angina Pectoris,narrow,C,CAD,AESI,I20,I20,I20
C_CAD_AESI,Coronary artery disease all,ICD10,Angina pectoris with documented spasm,"","",narrow,C,CAD,AESI,I20.1,I20.1,I20.1
C_CAD_AESI,Coronary artery disease all,ICD10,Angina pectoris- unspecified,"","",narrow,C,CAD,AESI,I20.9,I20.9,I20.9
C_CAD_AESI,Coronary artery disease all,ICD10,Coronary artery aneurysm and dissection,"","",narrow,C,CAD,AESI,I25.4,I25.4,I25.4
C_CAD_AESI,Coronary artery disease all,ICD10,Coronary thrombosis not resulting in myocardial infarction,"","",narrow,C,CAD,AESI,I24.0,I24.0,I24.0
C_CAD_AESI,Coronary artery disease all,ICD10,Other acute ischaemic heart diseases,C0151744,Myocardial Ischemia,narrow,C,CAD,AESI,I24,I24,I24
C_CAD_AESI,Coronary artery disease all,ICD10,Other forms of acute ischaemic heart disease,"","",narrow,C,CAD,AESI,I24.8,I24.8,I24.8
C_CAD_AESI,Coronary artery disease all,ICD10,Other forms of angina pectoris,"","",narrow,C,CAD,AESI,I20.8,I20.8,I20.8
C_CAD_AESI,Coronary artery disease all,ICD10,Subsequent myocardial infarction,C0027051,Myocardial Infarction,narrow,C,CAD,AESI,I22,I22,I22
C_CAD_AESI,Coronary artery disease all,ICD10,Subsequent myocardial infarction of anterior wall,"","",narrow,C,CAD,AESI,I22.0,I22.0,I22.0
C_CAD_AESI,Coronary artery disease all,ICD10,Subsequent myocardial infarction of inferior wall,"","",narrow,C,CAD,AESI,I22.1,I22.1,I22.1
C_CAD_AESI,Coronary artery disease all,ICD10,Subsequent myocardial infarction of other sites,"","",narrow,C,CAD,AESI,I22.8,I22.8,I22.8
C_CAD_AESI,Coronary artery disease all,ICD10,Subsequent myocardial infarction of unspecified site,"","",narrow,C,CAD,AESI,I22.9,I22.9,I22.9
